0,1.7635875
0.99980139,1.74055
1.999663306,1.7391625
2.999544303,1.709575
3.999345693,1.6538125
4.999207609,1.5907125
5.999008999,1.5683625
6.99881039,1.5574
7.998672305,1.5110625
8.998473696,1.4174
9.998275085,1.3175
10.998137,1.294175
11.99793839,1.2876375
12.99781939,1.29045
13.9976813,1.2911625
14.99748269,1.33455
15.99728409,1.39265
16.99708548,1.400525
17.99694739,1.3905125
18.99674878,1.3970625
19.99655017,1.4079125
20.99641209,1.403325
21.99621348,1.3726125
22.99609448,1.3545125
23.99595639,1.346225
24.99575778,1.335825
25.99555917,1.3436875
26.99542109,1.3531625
27.99522248,1.33505
28.99502387,1.3274625
29.99488578,1.301575
30.99468717,1.2999375
31.99448856,1.3269
32.99435048,1.3418625
33.99423148,1.3463875
34.99403287,1.3454125
35.99389478,1.3215125
36.99369617,1.3128
37.99349756,1.2990625
38.99335948,1.3015875
39.99316087,1.33225
40.99296226,1.339225
41.99282417,1.3406625
42.99262556,1.33095
43.99250656,1.3279125
44.99236848,1.3179125
45.99216987,1.28545
46.99197126,1.260025
47.99183317,1.2362875
48.99163456,1.19235
49.99143595,1.17885
50.99129787,1.1716625
51.99109926,1.176
52.99090065,1.169475
53.99084217,1.15125
54.99064356,1.1329125
55.99044495,1.1098375
56.99030686,1.0877875
57.99010825,1.075075
58.98990965,1.118175
59.98977156,1.1222
60.98957295,1.102225
61.98937434,1.0957125
62.98923626,1.0833125
63.98903765,1.1131375
64.98891864,1.1505875
65.98878056,1.1629
66.98858195,1.1458875
67.98838334,1.118
68.98824526,1.0894
69.98804665,1.0831375
70.98784804,1.1399625
71.98770995,1.1846
72.98751134,1.242625
73.98731273,1.2855625
74.98725425,1.3524
75.98705564,1.3780875
76.98685703,1.4194625
77.98671895,1.4115375
78.98652034,1.3705875
79.98632173,1.3797875
80.98618364,1.386325
81.98598503,1.35915
82.98578642,1.348825
83.98564834,1.3544875
84.98552934,1.4219875
85.98533073,1.5002125
86.98519264,1.568925
87.98499403,1.600525
88.98479542,1.6043125
89.98465734,1.6119875
90.98445873,1.5975125
91.98426012,1.587725
92.98412204,1.5514625
93.98392343,1.5472125
94.98372482,1.51525
95.98366633,1.4797625
96.98346772,1.4337375
97.98326911,1.4070875
98.98313103,1.3929125
99.98293242,1.4012
100.9827338,1.394375
101.9825957,1.40555
102.9823971,1.3868375
103.9821985,1.3458
104.9820604,1.3242875
105.9819414,1.3123125
106.9817428,1.3103875
107.9816047,1.308475
108.9814061,1.3170625
109.9812075,1.3420875
110.9810694,1.3758125
111.9808708,1.4027625
112.9806722,1.3873625
113.9805341,1.3609125
114.9803355,1.3765875
115.9802165,1.3612625
116.9800784,1.3583625
117.9798798,1.3800875
118.9796812,1.370225
119.9795431,1.352375
120.9793445,1.3291875
121.9791459,1.31565
122.9790078,1.2726875
123.9788092,1.2434125
124.9786106,1.25475
125.9785521,1.2359625
126.9783535,1.2247875
127.9781549,1.2448625
128.9780168,1.2520125
129.9778182,1.2492125
130.9776196,1.2277
131.9774815,1.2131125
132.9772829,1.21485
133.9770843,1.2443875
134.9769462,1.2337
135.9767476,1.2103625
136.9766286,1.213375
137.9764905,1.2040125
138.9762919,1.245225
139.9760933,1.30305
140.9759552,1.349875
141.9757566,1.3984625
142.975558,1.4421
143.9754199,1.4531
144.9752213,1.502575
145.9750227,1.5187125
146.9749037,1.490975
147.9747656,1.4949125
148.974567,1.4917375
149.9743684,1.450475
150.9742303,1.4525625
151.9740317,1.4335125
152.9738331,1.4256375
153.973695,1.4030125
154.9734964,1.4117375
155.9732978,1.418225
156.9732393,1.37245
157.9730407,1.3368875
158.9728421,1.340925
159.972704,1.336725
160.9725054,1.33885
161.9723068,1.3413
162.9721687,1.3280125
163.9719701,1.304025
164.9717715,1.2730125
165.9716334,1.275775
166.9714348,1.2797125
167.9713158,1.2365875
168.9711777,1.237625
169.9709791,1.2152125
170.9707805,1.2197875
171.9706424,1.2118375
172.9704438,1.2040375
173.9702451,1.2013875
174.9701071,1.233525
175.9699085,1.2940875
176.9697098,1.348775
177.9696514,1.393175
178.9694528,1.4473625
179.9692541,1.4874875
180.9691161,1.4828125
181.9689174,1.47395
182.9687188,1.4991125
183.9685808,1.5482125
184.9683821,1.53055
185.9681835,1.5257125
186.9680455,1.514
187.9679264,1.5062
188.9677278,1.500575
189.9675898,1.5138375
190.9673911,1.5262
191.9671925,1.5297375
192.9670545,1.5038375
193.9668558,1.4356375
194.9666572,1.401375
195.9665191,1.3565
196.9663205,1.356625
197.9661219,1.377125
198.9660634,1.368825
199.9658648,1.381325
200.9656662,1.393875
201.9655281,1.3923875
202.9653295,1.402475
203.9651309,1.4181375
204.9649928,1.431625
205.9647942,1.4748
206.9645956,1.538125
207.9644575,1.55745
208.9643385,1.5270375
209.9641399,1.50995
210.9640018,1.4820875
211.9638032,1.41325
212.9636046,1.318175
213.9634665,1.293125
214.9632679,1.3205
215.9630693,1.356175
